name,costPrice,sellingPrice,description,um,code,category
Spice - Peppercorn Melange,18163.13,10849.03,"Removal of Infusion Device from Thymus, Perc Approach",kg,S93402S,goods
Allspice - Jamaican,35387.23,4619.51,"Supplement Bi Inguinal Region with Synth Sub, Open Approach",kg,H53009,goods
Wine - Hardys Bankside Shiraz,19396.81,45065.03,"Excision of Peroneal Nerve, Open Approach, Diagnostic",kg,I429,goods
Mushroom - Lg - Cello,23335.49,7847.87,"Insert Intralum Dev in R Peroneal Art, Perc Endo",kg,S72432H,goods
Bagel - Ched Chs Presliced,21246.26,46614.68,"Repair Ear, Nose and Sinus in POC, Open Approach",kg,S63276A,goods
Praline Paste,20802.93,7101.68,"Removal of Radioact Elem from GU Tract, Perc Endo Approach",kg,H35443,goods
Tea - Lemon Green Tea,42417.23,3918.31,"Occlusion of R Ulnar Art with Extralum Dev, Open Approach",kg,M2654,goods
Onions Granulated,10771.11,31065.63,"Drainage of Ampulla of Vater, Open Approach",kg,S8701XD,goods
Sprouts - Corn,15177.88,6528.13,"Extraction of Right Cephalic Vein, Percutaneous Approach",kg,Y92191,goods
V8 - Tropical Blend,37602.87,32912.56,"Replace of R Metacarpocarp Jt with Autol Sub, Open Approach",kg,M11122,goods
Propel Sport Drink,20360.09,35712.79,Removal of Splint on Abdominal Wall,kg,S92591G,goods
Cleaner - Comet,31806.14,17288.5,"Introduction of Other Anti-infective into Lower GI, Endo",kg,S82431,goods
Rhubarb,6006.4,16312.12,"Release Right Main Bronchus, Open Approach",kg,S68628D,goods
Langers - Ruby Red Grapfruit,43046.42,46522.8,"Dilate L Int Iliac Art, Bifurc, w 4+ Intralum Dev, Open",kg,T24691S,goods
Pectin,44964.35,45269.36,"Excision of Right Ureter, Open Approach, Diagnostic",kg,T38904,goods
"Cheese - Romano, Grated",2732.4,54022.84,"Fusion Lum Jt w Autol Sub, Ant Appr A Col, Open",kg,T536X4,goods
Beef - Cow Feet Split,1544.59,1695.44,"Removal of Synth Sub from R Metacarpophal Jt, Perc Approach",kg,S63656D,goods
Table Cloth 62x114 White,1916.24,33335.18,"Reposition Left Lesser Saphenous Vein, Open Approach",kg,S90879,goods
"Olives - Black, Pitted",8962.56,20259.74,"Drainage of Tongue/Palate/Phar Muscle, Perc Endo Approach",kg,V0032,goods
Cake - Dulce De Leche,30293.19,54422.53,"Dilate of R Renal Vein with Intralum Dev, Perc Endo Approach",kg,T4591XA,goods
Macaroons - Two Bite Choc,39819.51,37497.25,"Excision of Cerebellum, Open Approach, Diagnostic",kg,H70209,goods
The Pop Shoppe - Cream Soda,20526.77,25339.43,"Replacement of R Hip Jt, Acetab with Metal, Open Approach",kg,T85521S,goods
Grenadine,17168.23,16033.39,"Revision of Nonaut Sub in Uterus & Cervix, Extern Approach",kg,S06382,goods
Cookie Dough - Double,18819.85,40212.37,HDR Brachytherapy of Kidney using Californium 252,kg,M24411,goods
Lotus Leaves,3540.0,7263.44,"Excision of Right Ureter, Endo",kg,S53499,goods
Cheese - Grana Padano,6935.12,53507.7,Fluoroscopy of Right Upper Extremity Arteries,kg,S90911S,goods
Wine - Cava Aria Estate Brut,43179.55,3900.2,Planar Nucl Med Imag of Chest & Abd using Thallium 201,kg,J0381,goods
Shallots,23806.93,38092.24,"Supplement L Metacarpocarp Jt with Nonaut Sub, Perc Approach",kg,H681,goods
Shrimp - Prawn,26407.51,9885.35,"Revise VAD Reservoir in Low Extrem Subcu/Fascia, Perc",kg,T82118D,goods
Cleaner - Pine Sol,18826.23,18133.11,"Transfusion of Nonaut WBC into Central Art, Perc Approach",kg,Z87890,goods
Mountain Dew,27938.44,657.96,"Reposition Right Hand Tendon, Open Approach",kg,T466X2A,goods
"Clams - Littleneck, Whole",19247.21,1014.62,"Replace L Low Arm Skin w Synth Sub, Part Thick, Extern",kg,O3609,goods
Chocolate - Milk,17391.39,31198.34,"Removal of Spacer from R Metacarpocarp Jt, Perc Approach",kg,S60416S,goods
"Tart Shells - Savory, 4",24424.14,44927.38,"Muscle Perform Trmt Neuro Head, Neck w Assist Equip",kg,O322XX1,goods
Cheese - Brie,25443.03,19679.79,"Excision of Left Knee Joint, Percutaneous Approach, Diagn",kg,S90931D,goods
Cafe Royale,40829.59,16760.68,"Excision of Abdominal Aorta, Open Approach, Diagnostic",kg,S37898D,goods
"Yogurt - Blueberry, 175 Gr",33680.39,52330.57,"Revision of Synthetic Substitute in L Fibula, Open Approach",kg,V9122,goods
Lamb Tenderloin Nz Fr,21391.79,42487.14,"Alteration of L Ext Ear with Nonaut Sub, Perc Approach",kg,M93829,goods
Bouq All Italian - Primerba,582.51,50508.29,"Supplement of Left Eye with Autol Sub, Open Approach",kg,S8252XK,goods
Longos - Greek Salad,32467.99,46534.53,"Extirpation of Matter from Cranial Cavity, External Approach",kg,H8001,goods
Fenngreek Seed,7823.96,14381.74,"Drainage of Right Basilic Vein, Open Approach, Diagnostic",kg,S98929D,goods
Flounder - Fresh,39179.97,13377.13,Fluoroscopy of Lumbosacral Joint using Other Contrast,kg,T8119XD,goods
Versatainer Nc - 8288,4154.96,48273.33,"Extraction of Lower Tooth, All, External Approach",kg,Z522,goods
"Sprite, Diet - 355ml",22985.93,21534.22,Fluoroscopy of Bi Verteb Art using L Osm Contrast,kg,R770,goods
"Cup - 6oz, Foam",23051.51,18339.87,"Destruction of Left Abdomen Tendon, Perc Endo Approach",kg,S32462K,goods
"Oranges - Navel, 72",29538.65,20025.27,Fluoroscopy of Right Foot/Toe Joint using H Osm Contrast,kg,S80221A,goods
Wine - Magnotta - Bel Paese White,36132.86,51983.03,"Removal of Radioactive Element from Upper Jaw, Perc Approach",kg,S1511,goods
Duck - Breast,15562.72,41307.04,"Revision of Infusion Device in C-thor Jt, Open Approach",kg,T33839A,goods
Tomatoes - Roma,7338.64,39680.71,"Revision of Ext Fix in R Metacarpocarp Jt, Open Approach",kg,S20172S,goods
Everfresh Products,42157.62,12447.96,"Supplement L Tympanic Membrane with Autol Sub, Via Opening",kg,M6003,goods
Salmon - Fillets,29047.39,30040.31,"Reposition Ileum, Endo",kg,M6587,goods
"Soup - Campbells, Spinach Crm",22446.87,31766.04,"Drainage of Left Hand Artery, Open Approach, Diagnostic",kg,S12401B,goods
Sea Bass - Whole,13428.14,14487.16,"Restriction of Small Intestine, Perc Endo Approach",kg,L7634,goods
Absolut Citron,256.74,41061.42,"Supplement R Hand Vein with Synth Sub, Perc Endo Approach",kg,S7290XB,goods
Soupcontfoam16oz 116con,13946.89,46194.11,"Release Lower Lip, Open Approach",kg,T360X1D,goods
"Bread - Sticks, Thin, Plain",11750.76,43771.52,"Bypass Ileum to Descending Colon, Perc Endo Approach",kg,V9335XD,goods
Rye Special Old,29818.03,19418.5,LDR Brachytherapy of Jejunum using Iodine 125,kg,T82310D,goods
Pepper - Orange,3207.89,9079.75,"Revision of Int Fix in L Metatarsophal Jt, Perc Approach",kg,V9503,goods
Muffin Hinge Container 6,17975.16,41740.35,"Supplement Right Foot with Nonaut Sub, Open Approach",kg,S32609D,goods
Sauce - Sesame Thai Dressing,18875.4,44545.5,"Replacement of L Lacrml Duct with Nonaut Sub, Perc Approach",kg,T751XXD,goods
Versatainer Nc - 9388,44488.91,27359.48,"Drainage of Right Lobe Liver with Drain Dev, Open Approach",kg,S66211,goods
Rice - Sushi,20849.83,44295.48,"Revision of Drainage Device in Pleura, Open Approach",kg,V33,goods
Wine - Pinot Noir Pond Haddock,18149.19,54856.97,"Alteration of Head with Synthetic Substitute, Open Approach",kg,S581,goods
Whmis Spray Bottle Graduated,43362.06,14944.31,"Reattachment of Left Thorax Muscle, Perc Endo Approach",kg,T4993,goods
Fudge - Cream Fudge,24822.54,30572.94,"Replacement of L Scapula with Synth Sub, Perc Endo Approach",kg,K08419,goods
Chicken Breast Wing On,36387.26,30748.94,"Occlusion of R Great Saphenous, Perc Endo Approach",kg,S52261Q,goods
Soup - Base Broth Beef,30397.64,19693.84,"Release Right Carpal Joint, External Approach",kg,T23371D,goods
Sour Cream,4333.41,3150.43,"Excision of Left Main Bronchus, Open Approach",kg,T405X2A,goods
Bread - Pumpernickel,34555.13,10255.35,"Revision of Synthetic Substitute in Small Intestine, Endo",kg,S8501,goods
Carrots - Mini Red Organic,39032.54,49338.58,"Revision of Synth Sub in L Scapula, Extern Approach",kg,S3122XD,goods
"Tart Shells - Barquettes, Savory",9312.36,20092.65,"Drainage of Trans Colon with Drain Dev, Perc Endo Approach",kg,S52109K,goods
Beef - Top Butt Aaa,882.43,24857.19,"Insertion of Infusion Dev into R Buttock, Perc Endo Approach",kg,G5791,goods
Tart - Raisin And Pecan,14379.72,47746.47,"Dilate R Temporal Art w Intralum Dev, Perc Endo",kg,T505X1D,goods
Lettuce - California Mix,37938.92,13945.64,"Supplement Head Muscle with Autol Sub, Open Approach",kg,S42232S,goods
Basil - Thai,29586.78,31445.2,"Fusion Lumsac Jt w Synth Sub, Post Appr A Col, Open",kg,H353122,goods
Wine - Muscadet Sur Lie,1320.03,19065.87,Fluoroscopy of Inferior Mesenteric Artery,kg,M70949,goods
Quail Eggs - Canned,27122.18,52713.79,"Excision of Right Axillary Lymphatic, Open Approach",kg,T484X5A,goods
Frangelico,42693.62,2775.22,"Excision of Head Muscle, Percutaneous Endoscopic Approach",kg,C187,goods
Kahlua,2342.22,33101.69,"Dilation of Bladder with Intraluminal Device, Open Approach",kg,H0535,goods
Kellogs Cereal In A Cup,19517.37,11534.63,"Supplement R Ext Iliac Art w Synth Sub, Perc Endo",kg,S4801,goods
Sprouts - Pea,7387.19,45290.79,"Restrict of Inf Mesent Vein with Extralum Dev, Perc Approach",kg,M05229,goods
Schnappes Peppermint - Walker,16517.36,42555.44,Beam Radiation of Oropharynx using Neutrons,kg,F441,goods
Muffin - Mix - Strawberry Rhubarb,35101.01,14963.04,"Supplement R Carpal Jt with Nonaut Sub, Perc Endo Approach",kg,S06822D,goods
Tea - Lemon Scented,42512.47,24005.22,"Extraction of Sternum Bone Marrow, Open Approach, Diagnostic",kg,S32302K,goods
"Juice - Grape, White",15118.33,14838.44,"Bypass R Com Iliac Art to Abd Aorta w Synth Sub, Perc Endo",kg,I6991,goods
Water - San Pellegrino,5001.09,47279.93,"Restriction of Right Common Iliac Artery, Perc Approach",kg,K604,goods
"Rum - Cream, Amarula",18871.75,18980.82,"Dilate R Foot Art w Drug-elut Intra, Perc Endo",kg,S70341A,goods
The Pop Shoppe - Root Beer,41806.48,44840.97,"Revise Synth Sub in R Knee Jt, Femoral, Perc Endo",kg,S63263D,goods
Table Cloth 53x53 White,6288.53,9603.38,Tomo Nucl Med Imag of Digestive Sys using Oth Radionuclide,kg,S91111A,goods
Butcher Twine 4r,24904.7,7212.74,"Drainage of Cervix with Drainage Device, Perc Endo Approach",kg,T59811D,goods
Cheese - Feta,14546.05,2361.0,"Supplement Transverse Colon with Synthetic Substitute, Endo",kg,G4041,goods
Allspice - Jamaican,37353.96,3466.28,"Dilation of Left Renal Vein, Percutaneous Approach",kg,C8528,goods
Table Cloth 53x53 White,4725.74,15749.9,"Supplement R Occipital Bone with Autol Sub, Perc Approach",kg,S68012S,goods
Currants,25387.28,4258.84,"Extirpation of Matter from Cerebellum, Percutaneous Approach",kg,S062X4D,goods
"Lamb - Pieces, Diced",16353.67,20365.49,"Excision of Basal Ganglia, Open Approach",kg,S99292D,goods
Flour - So Mix Cake White,19182.56,45590.49,"Bypass L Renal Vein to Low Vein with Autol Vn, Open Approach",kg,Z48814,goods
Pate - Peppercorn,25084.1,14741.38,"Reposition Right Ankle Joint with Ext Fix, Open Approach",kg,O653,goods
Spaghetti Squash,12950.05,10608.61,"Restriction of Right Cephalic Vein, Open Approach",kg,S13171D,goods
Danishes - Mini Cheese,12942.64,17249.48,"Extirpation of Matter from Left Sphenoid Bone, Perc Approach",kg,S92141A,goods
Lettuce - Boston Bib,25331.06,20701.53,"Replacement of Hard Palate with Autol Sub, Perc Approach",kg,D3A098,goods
"Salt - Rock, Course",37446.54,49767.57,"Transfuse Autol Frozen Plasma in Central Vein, Open",kg,G9529,goods
"Quail - Eggs, Fresh",14801.85,16839.65,Removal of Intermittent Pressure Device on Left Upper Arm,kg,V674,goods
Beer - Guiness,8643.13,20285.07,"Drainage of Left Palatine Bone with Drain Dev, Perc Approach",kg,M6131,goods
Juice - Lagoon Mango,16547.74,25183.12,"MRI of L Shoulder using Oth Contrast, Unenh, Enhance",kg,Y350,goods
Food Colouring - Pink,26577.9,17848.05,"Transfuse Allo Rel Cord Bld Stem Cell in Central Vein, Perc",kg,E1037X9,goods
Wine - Prem Select Charddonany,35383.79,15314.81,"Dilate L Ant Tib Art, Bifurc, w 4 Drug-elut, Perc",kg,T3460XD,goods
"Cherries - Bing, Canned",9911.0,19117.86,"Supplement Lum Disc with Synth Sub, Perc Approach",kg,S61031S,goods
Garbag Bags - Black,37595.79,22113.87,"Drainage of Clitoris with Drainage Device, Open Approach",kg,I70203,goods
"Soup - Knorr, Veg / Beef",1058.09,42861.88,"Drainage of Prostate, Via Opening, Diagn",kg,S86299A,goods
Bread - Ciabatta Buns,27290.45,35063.75,"Drainage of Left Shoulder Joint, Open Approach, Diagnostic",kg,F062,goods
Cheese - Blue,35608.75,22517.14,"Removal of Drainage Device from Upper Bone, Perc Approach",kg,V507,goods
"Wine - Red, Cabernet Merlot",29031.67,15652.45,"Replace of R Ethmoid Bone with Synth Sub, Perc Endo Approach",kg,S92131G,goods
Numi - Assorted Teas,22828.85,48826.56,"Removal of Nonaut Sub from R Toe Phalanx, Open Approach",kg,S30821S,goods
Soup - Campbells Asian Noodle,22974.75,48663.62,"Repair Left Eustachian Tube, Endo",kg,Z597,goods
Pasta - Orecchiette,7236.68,13409.08,"Restriction of Jejunum with Extralum Dev, Perc Endo Approach",kg,S55912D,goods
"Doilies - 5, Paper",1938.31,25404.89,"Excision of Access Pancr Duct, Perc Endo Approach, Diagn",kg,T451X5D,goods
Calypso - Strawberry Lemonade,25683.31,25867.71,"Bypass R Hypogast Vein to Low Vein w Autol Sub, Open",kg,Z3861,goods
Soup - Chicken And Wild Rice,25944.14,15389.63,"Supplement L Little Finger w Nonaut Sub, Perc Endo",kg,T63411,goods
Sauce - Marinara,43365.43,21567.19,"Restrict R Colic Art w Intralum Dev, Perc Endo",kg,O4101X0,goods
Cheese - Gorgonzola,11634.95,53835.13,"Excision of Appendix, Open Approach, Diagnostic",kg,E11353,goods
Bamboo Shoots - Sliced,30266.38,26367.2,"Dilate of R Low Lobe Bronc with Intralum Dev, Open Approach",kg,T23509S,goods
"Asparagus - Green, Fresh",7638.34,52714.69,"Introduce Oth Antineoplastic in Pleural Cav, Perc",kg,S72441R,goods
"Beets - Candy Cane, Organic",8000.62,53518.51,"Destruction of Left Tunica Vaginalis, Open Approach",kg,T25791,goods
Wine - Penfolds Koonuga Hill,5922.85,26798.39,"Lower Joints, Excision",kg,M84319S,goods
Aspic - Amber,35659.67,45810.49,"Extraction of L Hip Bursa/Lig, Perc Endo Approach",kg,S31152S,goods
Muffin Mix - Blueberry,23991.55,47623.88,"Dilate 1 Cor Art, Bifurc, w Drug-elut Intra, Perc",kg,G4301,goods
Beans - Kidney White,32536.42,33332.58,"Remove Infusion Dev from Vagina & Cul-de-sac, Extern",kg,S82202N,goods
Chocolate - Semi Sweet,30151.81,3719.33,"Excision of Nasal Septum, Percutaneous Approach",kg,S53114,goods
Tea - Black Currant,31855.76,36716.91,"Removal of Autol Sub from R Metacarpocarp Jt, Open Approach",kg,T795XXS,goods
Spring Roll Wrappers,11265.7,44746.77,"Excision of Left Axillary Artery, Percutaneous Approach",kg,W278XXS,goods
Mini - Vol Au Vents,15967.62,11824.35,"Release Jejunum, Open Approach",kg,S92533K,goods
Soap - Pine Sol Floor Cleaner,4558.24,14808.66,"Irrigation of Genitourinary Tract using Irrigat, Endo, Diagn",kg,M86272,goods
Potatoes - Parissienne,40065.17,20321.16,"Reposition Left Ovary, Percutaneous Endoscopic Approach",kg,X739XXA,goods
Chinese Foods - Pepper Beef,26023.56,24778.08,CT Scan of B Tracheobronc Tree using H Osm Contrast,kg,T387X5A,goods
Bols Melon Liqueur,18637.97,33495.06,"Repair Left Little Finger, External Approach",kg,S52225P,goods
Langers - Ruby Red Grapfruit,30959.13,8214.95,HDR Brachytherapy of Gallbladder using Cesium 137,kg,S49041P,goods
Sauce - Demi Glace,8867.36,27943.46,"Removal of Synth Sub from Spinal Cord, Open Approach",kg,S92352D,goods
Duck - Fat,14249.9,47596.69,"Irrigation of Ear using Irrigating Substance, Via Opening",kg,H02003,goods
"Wine - White, Ej",24062.65,48565.39,"Repair Left Tarsal, Percutaneous Endoscopic Approach",kg,H18222,goods
Dish Towel,10947.27,7393.33,Exercise Trmt Musculosk Up Back/UE w Assist Equip,kg,T270XXS,goods
"Soup - Beef Conomme, Dry",27584.95,21926.95,"Excision of R Sup Parathyroid, Perc Endo Approach",kg,E113592,goods
Baking Powder,42700.09,1863.52,"Removal of Ext Fix from Skull, Perc Approach",kg,S52209N,goods
Towel - Roll White,24606.01,46210.59,"Repair Right Shoulder Region, Open Approach",kg,H61009,goods
Clam Nectar,44314.64,48716.31,Beam Radiation of Skull using Photons 1 - 10 MeV,kg,T438X5A,goods
"Pork - Tenderloin, Frozen",30136.72,23857.84,"Removal of Ext Fix from L Metacarpal, Extern Approach",kg,E11638,goods
Truffle Cups - White Paper,33152.88,42250.75,"Replace of Access Pancr Duct with Autol Sub, Open Approach",kg,T65894D,goods
Chicken - Wieners,42498.38,24410.12,"Occlusion L Brach Art w Intralum Dev, Perc Endo",kg,M6505,goods
Bread - Frozen Basket Variety,28445.92,13878.74,"Drainage of Left Anterior Chamber, Perc Approach, Diagn",kg,S90121,goods
Bread - Bistro Sour,32722.8,53851.37,"Remove of Radioact Elem from Mediastinum, Perc Endo Approach",kg,Y37521D,goods
Chick Peas - Canned,37620.62,3200.19,"Resection of Left Fallopian Tube, Open Approach",kg,V120XXS,goods
Tofu - Firm,4111.1,2506.47,"Reposition L Metacarpophal Jt w Ext Fix, Perc Endo",kg,S62161S,goods
Wine - Malbec Trapiche Reserve,20702.84,37958.6,"Replace of Up Tooth, Sing, with Autol Sub, Extern Approach",kg,E08331,goods
Soup Campbells Turkey Veg.,24382.39,31369.84,"Insert of Monitor Dev into Azygos Vein, Perc Endo Approach",kg,S63291D,goods
Beef - Texas Style Burger,39193.28,35067.48,"Destruction of Left Temporal Bone, Open Approach",kg,S00201,goods
Cookies - Englishbay Chochip,26989.01,24684.73,"Drainage of Right Inguinal Region, Open Approach",kg,T80810A,goods
Soup - Campbells,23396.5,1528.4,"Dilate L Com Carotid, Bifurc, w Intralum Dev, Perc Endo",kg,S5312,goods
Chocolate - Unsweetened,26926.46,15465.53,"Reposition L Humeral Shaft w Hybrid Ext Fix, Perc Endo",kg,T43214S,goods
Mangoes,29978.33,4494.15,"Excision of Thoracic Nerve, Open Approach, Diagnostic",kg,T43505A,goods
Beef Flat Iron Steak,1901.96,7817.02,"Revision of Infusion Device in Lower Back, External Approach",kg,S72434R,goods
Fish - Bones,7625.2,51267.74,"Destruction of Left Trunk Tendon, Open Approach",kg,R224,goods
Tea - Herbal - 6 Asst,40985.5,42663.69,"Fluoroscopy Pelvic Art w L Osm Contrast, Laser Intraop",kg,S27802,goods
Lady Fingers,8644.24,29493.73,"Revision of Intralum Dev in Trachea, Perc Endo Approach",kg,H348190,goods
Ecolab Digiclean Mild Fm,21530.14,42583.67,"Introduction of Oxazolidinones into Nose, Via Opening",kg,V9509XD,goods
Chocolate Liqueur - Godet White,26952.64,15616.13,Fluoroscopy of Thoraco-Abdominal Aorta using Other Contrast,kg,S86111,goods
Onion - Dried,970.57,32730.72,"Replace R Up Leg Tendon w Synth Sub, Perc Endo",kg,H04571,goods
Glove - Cutting,21288.93,46322.12,"Restriction of Cervix with Extralum Dev, Open Approach",kg,S68114,goods
Langers - Ruby Red Grapfruit,18763.38,38505.68,"Revision of Infusion Device in Mediastinum, Open Approach",kg,O15,goods
Wine - Domaine Boyar Royal,23354.72,33415.87,"Removal of Synthetic Substitute from Stomach, Endo",kg,T63693,goods
Pork - Smoked Kassler,24269.26,35209.06,"Removal of Autol Sub from Stomach, Perc Approach",kg,O0000,goods
Truffle - Whole Black Peeled,34902.44,5283.06,"Removal of Drainage Device from Pineal Body, Perc Approach",kg,Z333,goods
Pork - Backfat,14043.99,14385.99,"Bypass Abdominal Aorta to B Renal A, Perc Endo Approach",kg,T2221,goods
Food Colouring - Green,19251.41,13632.29,"Removal of Radioact Elem from L Pleural Cav, Perc Approach",kg,V9360XA,goods
Plastic Arrow Stir Stick,37755.82,1916.96,"Fluoroscopy of Left Pelvic (Iliac) Veins, Guidance",kg,S42192P,goods
Wine - Rioja Campo Viejo,32467.87,31184.97,"Insertion of Monitoring Device into Trachea, Open Approach",kg,V543XXS,goods
Longos - Assorted Sandwich,17504.45,42982.24,"Removal of Drain Dev from Adrenal Gland, Extern Approach",kg,M79652,goods
Soup Bowl Clear 8oz92008,18125.38,14104.97,"Dilate L Popl Art, Bifurc, w 2 Intralum Dev, Perc",kg,S85592A,goods
Bok Choy - Baby,712.36,50544.28,"Reposition Left Elbow Joint, Percutaneous Approach",kg,S40262A,goods
Spinach - Baby,32179.66,26837.59,"Repair Accessory Sinus, Open Approach",kg,T23432D,goods
Cornstarch,33438.86,31527.47,"Removal of Drainage Device from Trachea, Open Approach",kg,M84571S,goods
"Pasta - Cappellini, Dry",33267.24,2846.06,"Insertion of Intralum Dev into Innom Art, Perc Approach",kg,O359XX3,goods
Pepper - Roasted Red,13946.89,35768.26,"Drainage of Aortic Body with Drain Dev, Perc Endo Approach",kg,T407X5A,goods
Tamarillo,39865.66,37088.26,"Revision of Intralum Dev in Fallopian Tube, Extern Approach",kg,Z8572,goods
Aspic - Light,359.13,49532.18,"Revision of Synth Sub in R Metacarpal, Perc Approach",kg,S27329D,goods
Veal - Kidney,29141.69,9077.49,"Replace R Up Arm Subcu/Fascia w Autol Sub, Open",kg,T484X1D,goods
Muffin Mix - Carrot,6066.41,25435.91,"Drain of L Basilic Vein with Drain Dev, Perc Endo Approach",kg,S12390B,goods
Thermometer Digital,13682.07,35302.72,"Removal of Autol Sub from R Toe Phalanx Jt, Open Approach",kg,T1591XA,goods
Bread Bowl Plain,37402.94,15437.88,"Reposition Right Lower Femur with Ext Fix, Open Approach",kg,O26712,goods
Bananas,12791.73,30322.8,Magnetic Resonance Imaging (MRI) of Right Foot,kg,S1202XS,goods
Tilapia - Fillets,1391.12,32323.24,"Drainage of T-lum Disc, Open Approach, Diagn",kg,S56101S,goods
Orange - Tangerine,29858.75,50965.56,"Drainage of Left Hip Tendon with Drain Dev, Open Approach",kg,Z87311,goods
Clams - Canned,10573.11,35569.4,Nonimag Nucl Med Assay of Urinary Sys using Oth Radionuclide,kg,S82014H,goods
Icecream - Dstk Strw Chseck,4613.71,2718.48,"Extirpation of Matter from L Hand Bursa/Lig, Open Approach",kg,B582,goods
Silicone Paper 16.5x24,30157.53,53719.52,"Fusion of L Sacroiliac Jt with Synth Sub, Open Approach",kg,S42466G,goods
Muffin - Banana Nut Individual,23921.23,48414.06,"Excision of Inf Mesent Art, Perc Endo Approach, Diagn",kg,Y36511,goods
Nestea - Iced Tea,524.43,52165.56,"Insertion of Ext Fix into R Metacarpophal Jt, Open Approach",kg,S63261,goods
Crackers - Graham,44337.38,27764.21,"Insertion of Monitor Dev into Brain, Perc Endo Approach",kg,T466X5D,goods
Browning Caramel Glace,35210.91,8044.26,"Extirpate matter from R Mid Lobe Bronc, Perc Endo",kg,D03,goods
Crab - Imitation Flakes,38550.54,2035.36,"Insert Infusion Dev in L Femoral Region, Perc Endo",kg,S82133,goods
"Wine - Red, Mouton Cadet",24928.32,7033.9,Beam Radiation of Abdomen using Photons >10 MeV,kg,M8003,goods
Muffin - Blueberry Individual,44125.3,19838.25,"Removal of Extralum Dev from Lymph, Perc Endo Approach",kg,T25531S,goods
Chocolate - Chips Compound,3001.55,50579.84,"Dilate of Innom Art, Bifurc, with 2 Drug-elut, Perc Approach",kg,S75899D,goods
Pie Filling - Cherry,36665.83,15758.64,"Replace of R Verteb Vein with Nonaut Sub, Perc Endo Approach",kg,M84469D,goods
"Crab - Claws, Snow 16 - 24",41862.16,30237.93,"Dilate L Radial Art, Bifurc, w 3 Drug-elut, Perc",kg,T24729D,goods
Dish Towel,18884.03,49667.75,"Removal of Radioact Elem from Mediastinum, Open Approach",kg,V9112XD,goods
Sausage - Chorizo,40679.28,15453.95,"Extraction of Trochlear Nerve, Open Approach",kg,S1110,goods
Carbonated Water - Peach,32483.1,10398.03,"Reposition L Femur Shaft w Intramed Fix, Perc Endo",kg,H1700,goods
Cheese - Le Cru Du Clocher,22696.7,14212.34,"Excision of Lumbar Sympathetic Nerve, Open Approach, Diagn",kg,S42291B,goods
V8 - Berry Blend,42540.42,38979.49,"Bypass L Atrium to R Pulm Vn with Zooplastic, Open Approach",kg,S42362P,goods
Muffin Orange Individual,9015.71,37883.92,"Drainage of Glossopharyngeal Nerve, Open Approach, Diagn",kg,T22651A,goods
"Nut - Almond, Blanched, Whole",16403.06,23015.66,"Occlusion of R Vas Deferens with Intralum Dev, Open Approach",kg,M94219,goods
Crawfish,38711.23,33673.96,"Revision of Autol Sub in L Toe Phalanx Jt, Open Approach",kg,S8631,goods
"Cheese - Cheddar, Old White",20577.55,18354.07,"Drainage of Left Internal Iliac Artery, Open Approach",kg,T23312A,goods
Arizona - Plum Green Tea,11031.2,24782.37,"Division of Right Lower Femur, Percutaneous Approach",kg,S01129,goods
"Mushrooms - Black, Dried",32536.32,39082.33,"Division of Thyroid Gland Isthmus, Perc Endo Approach",kg,H2005,goods
Vaccum Bag - 14x20,6504.53,28204.31,"Alteration of Lower Back, Percutaneous Endoscopic Approach",kg,M84521,goods
Horseradish - Prepared,21285.24,13286.93,Ultrasonography of Left Renal Artery,kg,I7036,goods
"Wine - Cahors Ac 2000, Clos",29153.56,22874.29,"Revision of Infusion Device in Lower Vein, Open Approach",kg,Z91419,goods
Steamers White,43854.95,42747.79,Contact Radiation of Pineal Body,kg,W5612XA,goods
Lobster - Cooked,37378.15,14810.21,"Bypass L Int Iliac Art to L Int Ilia w Synth Sub, Perc Endo",kg,Q654,goods
Fennel,10770.45,16137.13,"Repair Glossopharyngeal Nerve, Percutaneous Approach",kg,S61449,goods
Puree - Pear,2803.09,8598.13,"Removal of Radioact Elem from Vagina & Cul-de-sac, Endo",kg,S066X1D,goods
"Wine - Sherry Dry Sack, William",8421.72,44852.73,"Bypass Pancreas to Duodenum with Intralum Dev, Open Approach",kg,S061X2,goods
"Orange - Canned, Mandarin",1856.42,30660.15,"Extirpation of Matter from Femoral Nerve, Perc Approach",kg,I234,goods
Tray - 12in Rnd Blk,18836.64,573.41,"Insertion of Infusion Dev into R Verteb Art, Perc Approach",kg,S22049D,goods
Grapefruit - White,41800.92,14806.61,"Release Peritoneum, Percutaneous Endoscopic Approach",kg,T23791A,goods
Buttons,22110.45,2211.48,"Transfer Right Hip Tendon, Open Approach",kg,S02119G,goods
Muffin Carrot - Individual,585.64,14684.57,"Restriction of R Up Extrem Lymph, Perc Endo Approach",kg,T66XXXA,goods
Five Alive Citrus,39937.27,10907.72,"Drainage of Thorax Lymphatic, Open Approach, Diagnostic",kg,S72464N,goods
Vinegar - Champagne,8655.3,47110.83,"Restriction of L Main Bronc with Extralum Dev, Open Approach",kg,S46111A,goods
Cookie - Dough Variety,23401.45,53820.2,"Drainage of Pancreas with Drainage Device, Perc Approach",kg,S43214D,goods
Cookies - Assorted,27983.24,16956.21,"Revision of Synthetic Substitute in Testis, Endo",kg,V782XXA,goods
